Name,Birth,Death,nationality_1,nationality_2,dates_in_paris,Schools Attended,Exhibitions,Contacts,Government Grant,Notes,Tags,Image,address,lon,lat
"Grau, Ricardo",1907,1970,Peru,born in France),1925-1937,"Ecole Superior de Beaux Artes, Paris (c. 1926); Académie André Lhote, Othon Friesz, Fernand Léger, André Favory, Picard-Le Deux, Académie Ranson, Amédée Dubois de la Patellière and Brissière","1931, 1932 Salon des Indépendants<br /> 1932 Salon d'automne<br /> 1932, 1933 Salon des Tuileries<br /> 1932 Galerie Toison d'Or, Brussels<br /> 1932 Galerie Manteau, Brussels<br /> 1935 Galerie Zak","Dali, Magritte, Breton",NA,NA,"Peru, Salon d'Automne, Salon des Indépendants, Salon des Tuileries, Galerie Zak, Académie André Lhote, Académie Ranson",NA,"87, rue du Trône, Brussels",4.3691888,50.8374296
"Guido, Alfredo",NA,NA,Argentina,,NA,NA,"1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera (work submitted from Buenos Aires)<br /> 1925 prints in groups show at the Hôtel Jean Charpentier (may have been sent from Buenos Aires)<br /> 1937 Exposition internationale des arts et techniques dans la vie moderne, Argentine Pavilion",NA,NA,NA,"Argentina, 1924 Exposition d'Art Américain-Latin, 1937 Exposition Internationale des Arts et Techniques dans la Vie Moderne",NA,NA,NA,NA
"Guillaume, Emma",NA,NA,Argentina,,NA,NA,1926 Salon des Indépendants,NA,NA,NA,"Argentina, female",NA,NA,NA,NA
"Guillaume, Pedro",NA,NA,Chile,,NA,NA,1926 Salon des Indépendants,NA,NA,NA,Chile,NA,NA,NA,NA
"Guimares, José",NA,NA,Brazil,,NA,NA,1931 Salon des Artistes Français,NA,NA,NA,"Brazil, Salon des Artistes Français",NA,NA,NA,NA
"Guïraldez, Alberto",1897,1961,Argentina,,NA,NA,1927 (Jun. ?) Exposition de Peintres et Sculpteurs Argentins L'Association Paris-Amérique Latine,NA,NA,NA,Argentina,NA,NA,NA,NA
"Guttero, Alfredo",1882,1932,Argentina,,1905-1921; 1923-1924,NA,"1911, 1912, 1913, 1919, 1920, 1921, 1923 Salon d'Automne<br /> 1909, 1910, 1911, 1912, 1913 Salon des Indépendants<br /> 1919 Exposition Internationale des Arts Décoratifs, Rouen<br /> 1926 (Apr.) Exposition d'art argentin, Jeu de Paume (organized by the Universidad de La Plata)",NA,1905-1907,NA,"Argentina, Salon d'Automne",NA,workshop on rue Morère (until 1921),2.3220106,48.8246883
"Guzmán de Rojas, Cecilio",1899,1950,Bolivia,,1923,NA,NA,NA,NA,19191929 San Fernando in Madrid; only short trip to Paris in 1923,Bolivia,NA,NA,NA,NA
"Harris Flores, Juan Eduardo",1867,1949,Chile,,ca. 1924 ?,NA,"1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera",NA,NA,"In Paris ca. 1900, painting may have been sent from Chile in 1924","1924 Exposition d'Art Américain-Latin, Chile",NA,"119, boulevard Montparnasse",2.3304823,48.8419621
"Hayman, Laura",NA,NA,Unknown,,ca. 1924,NA,"1924, 1928 Salon des Artistes Français",NA,NA,NA,"female, Salon des Artistes Français",NA,NA,NA,NA
"Hernandez Giro, Juan Emilio",1882,1960,Cuba,,c. 1920-1924,NA,"1921 (Apr.) Galerie Simonson (watercolors)<br />  1923 Maison de L'Amérique Latine<br /> 1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera (Portrait of Dr. Luis Montané, and others)<br /> 1920, 1921, 1922, 1923, 1924 Salon des Indépendants<br /> 1924 solo show?",NA,NA,"In 1924, he was named a Gentleman of the Legion of Honor in France.","Cuba, 1924 Exposition d'Art Américain-Latin, Salon des Indépendants, Legion of Honor",NA,"32, rue La Fontaine (XVIe)",2.2726456,48.8517019
"Humeres, Roberto",1903,1978,Chile,,?-1934,NA,1930 Salon d'Automne,NA,NA,NA,"Chile, Salon d'Automne",NA,NA,NA,NA
"Ibarra, Aïda",NA,NA,Dominican Republic,,ca. 1931-1933,NA,1933 Salon des Indépendants<br /> 1931 Salon d'Automne,NA,NA,NA,"Dominican Republic, female, Salon des Indépendants, Salon d'Automne",NA,Bouffémont (Seine-et-Oise),2.37396,49.009932
"Ibarra, Aïda",NA,NA,Dominican Republic,,ca. 1931-1933,NA,1933 Salon des Indépendants<br /> 1931 Salon d'Automne,NA,NA,NA,"Dominican Republic, female, Salon des Indépendants, Salon d'Automne",NA,Collège féminin de Bouffemont,2.307852,49.043675
"Infante, Gaston L.",NA,NA,Brazil,,ca. 1924; 1928,NA,"1923 Maison de L'Amérique Latine<br /> 1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera<br /> Salon des Artistes Français<br /> 1928 Salon des Indépendants",NA,NA,"listed in Dictionnaire Biographique des Artistes Contemporains, 1910-1930","Brazil, 1924 Exposition d'Art Américain-Latin, Salon des Indépendants, Salon des Artistes Français",NA,"14, rue de la Tour (XVIe)",2.2836090000000002,48.859047
"Izquierdo, Maria",1902,1956,Mexico,,not in Paris,NA,1937 Galerie van den Berg (Antonin Artaud brought several of her works for exhibition),NA,NA,NA,"Mexico, female",NA,NA,NA,NA
"Jensen, Alfredo Julio",1903,1981,Guatemala,,NA,NA,"1929, 1930 Salon d'Automne",NA,NA,NA,"Guatemala, Salon d'Automne",NA,NA,NA,NA
"Jiménez Armengol, A.",NA,NA,Unknown,,1925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jiménez, Max",1900,1947,Costa Rica,,1922-25; 1928-1929; 1939,1923 Académie d'art Ranson,"1923 Maison de L'Amérique Latine<br /> 1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera (Granit, Plâtre)<br /> 1924 Salon des Independantes (Maternity, wood sculpture)<br /> 1924, 1939 Salon des Tuileries<br /> 1924 (Oct. 18-Nov. 5) Galerie Percier<br />  1939 Bernheim-Jeune",José de Creeft; Maurice Denis,NA,sculptor,"Costa Rica, 1924 Exposition d'Art Américain-Latin, Salon des Indépendants, Salon des Tuileries, Galerie Bernheim-Jeune, Académie Ranson",NA,"3, rue Vercingétorix (XIVe)",2.3220158,48.8381931
"Kahlo, Frida",1910,1954,Mexico,,1939 (Jan.-Mar. 25),NA,"1939 (Mar.) Mexique, Galerie Pierre Colle (with Alvarez Bravo and folk art) (Le square est à eux, Moi et ma nourrice, Ils me demandent des avions et de paille, Le coeur, Ma robe était pendue là, Ce que l'eau m'a donné,Pitahayas, Tunas, Nourriture de la terre, Le désir perdu, Naissance, Habillée pour le paradis, Elle joue seule, Passionnément amoureux, Burbank le faiseur de fuits, Xochitl, Le Cadre, Suicide)",Breton,NA,Louvre bought “The Frame” now at the Pompidou,"Mexico, female",NA,"42, rue Fontaine (with Jacqueline and André Breton)",2.333245,48.8829458
"Lagos, Alberto",1885,1960,Argentina,,ca. 1910-1924,NA,"1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera<br /> 1926 (Apr.) Exposition d'art argentin, Jeu de Paume (organized by the Universidad de La Plata)<br /> 1937 Exposition internationale des arts et techniques dans la vie moderne, Argentine Pavilion",Rodin,NA,"sculptor; realistic style; listed in Dictionnaire Biographique des Artistes Contemporains, 1910-1930","1937 Exposition Internationale des Arts et Techniques dans la Vie Moderne, Argentina, 1924 Exposition d'Art Américain-Latin",NA,"20, boulevard du Montparnasse",2.3181367,48.8457491
"Lam, Wifredo",1902,1982,Cuba,,1938-1941,NA,1939 (Jun. 30-Jul. 14) Wifredo Lam Peintures Galerie Pierre,"Picasso, Surrealism",NA,NA,Cuba,NA,NA,NA,NA
"Larrai, Hernan",NA,NA,Chile,,NA,NA,NA,NA,NA,NA,Chile,NA,NA,NA,NA
"Larrain, Herman",1899,1994,Chile,,NA,NA,"1928, 1931 Salon des Artistes Français",NA,NA,NA,"Chile, Salon des Artistes Français",NA,NA,NA,NA
"Lazo, Agustín",1897,1971,Mexico,,1925; 1927-1931 (returns briefly to Mexico in 1929),Académie de la Grand Chaumière,"1930 (Apr. 11-24) Première exposition du groupe latino-americain de Paris, Galerie Zak (Le petit valet, Mére avec son enfant<br /> 1940 (Jan.-Feb) Exposición Internacional del Surrealismo, Galería de Arte mexicano, Mexico City","De Chirico, Max Ernst",NA,Shared a studio with Alfonso Michel in Montparnasse,"Mexico, 1930 Exposition du Groupe Latino-Americain, Galerie Zak",NA,rue Vercingétorix,NA,NA
"Lefebvre, Renée",1910,1996,Brazil,,NA,NA,1931 Salon des Artistes Français,NA,NA,NA,"Brazil, female, Salon des Artistes Français",NA,NA,NA,NA
"Leguizamon Pondal, Gonzalo",1890,1994,Argentina,,"ca. 1924, 1937?",NA,"1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera (paintings and decorative art projects with Gelly Cantilo)<br /> 1928 Salon d'Automne<br /> 1928, 1929 (Pachacamac, déesse incaique, stone statue, Magnolia, marble bust), 1930 (Simi-29, marble head (illustrated p. 213), L’Aube, marble statuette)) Salon des Artistes Français<br /> 1931 Société Nationale des Beaux-Arts<br /> 1937 Exposition internationale des arts et techniques dans la vie moderne (medallion the Argentine Pavilion)",NA,NA,"sculptor; listed in Dictionnaire Biographique des Artistes Contemporains, 1910-1930","Argentina, 1924 Exposition d'Art Américain-Latin, Salon d'Automne, Salon des Artistes Français, Société Nationale des Beaux Arts, 1937 Exposition Internationale des Arts et Techniques dans la Vie Moderne",NA,"15, avenue Elysée-Reclus",2.2988887,48.8578981
"Leguizamon Pondal, Gonzalo",1890,1994,Argentina,,"ca. 1924, 1937?",NA,"1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera (paintings and decorative art projects with Gelly Cantilo)<br /> 1928 Salon d'Automne<br /> 1928, 1929 (Pachacamac, déesse incaique, stone statue, Magnolia, marble bust), 1930 (Simi-29, marble head (illustrated p. 213), L’Aube, marble statuette)) Salon des Artistes Français<br /> 1931 Société Nationale des Beaux-Arts<br /> 1937 Exposition internationale des arts et techniques dans la vie moderne (medallion the Argentine Pavilion)",NA,NA,"sculptor; listed in Dictionnaire Biographique des Artistes Contemporains, 1910-1930","Argentina, 1924 Exposition d'Art Américain-Latin, Salon d'Automne, Salon des Artistes Français, Société Nationale des Beaux Arts, 1937 Exposition Internationale des Arts et Techniques dans la Vie Moderne",NA,"5, rue de Bagneux",2.3016736,48.7809925
"Letard-Morlinghem, Mme",NA,NA,Unknown,,NA,NA,1926 Société Nationale des Beaux-Arts,NA,NA,NA,"female, Société Nationale des Beaux Arts",NA,NA,NA,NA
"Letelier, Jorge",1887,1966,Chile,,c. 1928,NA,NA,NA,yes,Grupo de Montparnasse,Chile,NA,NA,NA,NA
"Lopès de Almeida, Margarida-Guida",NA,NA,Brazil,,ca. 1928,"Jean Camus, Paul Landowski","1928 (Joueur de biniou, statue bronze, Portrait de Mlle. M.F.), 1929 (Allégresse, low relief bronze, Saint Sebastian, platre sculture), 1930 (Anima Mea, lost wax, bronze statue, Saint Sebastian, stone statue) Salon des Artistes Français",NA,NA,sculptor,"Brazil, female, Salon des Artistes Français",NA,"81, rue La Boétie",2.3089168,48.871993
"Lopès de Almeida, Margarida-Guida",NA,NA,Brazil,,ca. 1928,"Jean Camus, Paul Landowski","1928 (Joueur de biniou, statue bronze, Portrait de Mlle. M.F.), 1929 (Allégresse, low relief bronze, Saint Sebastian, platre sculture), 1930 (Anima Mea, lost wax, bronze statue, Saint Sebastian, stone statue) Salon des Artistes Français",NA,NA,sculptor,"Brazil, female, Salon des Artistes Français",NA,"8 , Avenue de Friedland (1930)",2.3038309,48.8749302
"López Rodezno, Arturo",1908,1975,Honduras,,1938-1939,Académie Julian,NA,NA,NA,studied mural painting in Paris,"Honduras, Académie Julian",NA,NA,NA,NA
"Lynch, Alberto",1855,1931,Peru,,NA,"Académie de Beaux-Arts with Jules Nöel, Henri Lehmann, Gabriel Ferrier (19th c.)","1890s on at salons<br /> 1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera<br /> 1924, 1930, 1931 Salon des Artistes Français",NA,NA,"19th c. society painter; listed in Dictionnaire Biographique des Artistes Contemporains, 1910-1930","Peru, 1924 Exposition d'Art Américain-Latin, Salon des Artistes Français",NA,"76, rue de la Faisanderie (XVIe)",2.2747216,48.8671424
"Madruga, Manoël",1882,1951,Brazil,,ca. 1924-1940,M. Marcel Baschet,"1923 Inaugural exhibition at the Maison de l'Amérique Latine<br /> 1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera<br /> 1924, 1929 (Religieux), 1930 (Lecture sainte) Société des Artistes Français",NA,NA,NA,"Brazil, 1924 Exposition d'Art Américain-Latin, Salon des Artistes Français",NA,"15, bis rue des Chambards, Bois-Colombes (Seine)",2.2786102,48.919981
"Majorel, Victoria",NA,NA,Argentina,,NA,NA,1931 Salon des Artistes Français,NA,NA,NA,"Argentina, female, Salon des Artistes Français",NA,NA,NA,NA
"Malfatti, Anita",1889,1964,Brazil,,1914; 1923-1928,attended open art schools; Maurice Denis,"1923 Inaugural exhibition at the Maison de l'Amérique Latine (Femme aux Fruits later known as Tropical)<br /> 1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera (Etudiante russe, L'Américaine, A ventania)<br /> 1924 Salon d'Automne (Canal de Venezia, Interior de igreja)<br /> 1925 Salon d'Atomne (Tropicale)<br /> 1926 Salon des Independentes (Interior de Mônaco, Dama de azul)<br /> 1926 Salon de France, Musée Galliera (Figure, acquired by the French government)<br /> 1926 (Nov. 20-Dec. 5) Exposition (Peintures, Aquarelles, Dessins) d'Annita Malfatti à la Galerie André<br /> 1927 Salon des Independentes (Dolly, Limões)<br /> 1927 Salon des Tuileries (Portrait, Natureza-morta), 1927 Salon d'Automne (Villa d'Este, Femme de Pará)<br /> 1928 Salon des Independentes","Léger, Matisse, Tsugouharu Foujita",Pensionato Artístico do Estado de São Paulo,"listed in Dictionnaire Biographique des Artistes Contemporains, 1910-1930; sells Figure in 1926 for 2000f","Brazil, female, 1924 Exposition d'Art Américain-Latin, Salon d'Automne, Salon des Indépendants, Salon des Tuileries",NA,"1, bis rue du Maine, (XIVe)",2.3238132,48.8405056
"Malfatti, Anita",1889,1964,Brazil,,1914; 1923-1928,attended open art schools; Maurice Denis,"1923 Inaugural exhibition at the Maison de l'Amérique Latine (Femme aux Fruits later known as Tropical)<br /> 1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera (Etudiante russe, L'Américaine, A ventania)<br /> 1924 Salon d'Automne (Canal de Venezia, Interior de igreja)<br /> 1925 Salon d'Atomne (Tropicale)<br /> 1926 Salon des Independentes (Interior de Mônaco, Dama de azul)<br /> 1926 Salon de France, Musée Galliera (Figure, acquired by the French government)<br /> 1926 (Nov. 20-Dec. 5) Exposition (Peintures, Aquarelles, Dessins) d'Annita Malfatti à la Galerie André<br /> 1927 Salon des Independentes (Dolly, Limões)<br /> 1927 Salon des Tuileries (Portrait, Natureza-morta), 1927 Salon d'Automne (Villa d'Este, Femme de Pará)<br /> 1928 Salon des Independentes","Léger, Matisse, Tsugouharu Foujita",Pensionato Artístico do Estado de São Paulo,"listed in Dictionnaire Biographique des Artistes Contemporains, 1910-1930; sells Figure in 1926 for 2000f","Brazil, female, 1924 Exposition d'Art Américain-Latin, Salon d'Automne, Salon des Indépendants, Salon des Tuileries",NA,"143, rue d'Alésia XIVe (1926)",2.3207756,48.829829
"Malfatti, Anita",1889,1964,Brazil,,1914; 1923-1928,attended open art schools; Maurice Denis,"1923 Inaugural exhibition at the Maison de l'Amérique Latine (Femme aux Fruits later known as Tropical)<br /> 1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera (Etudiante russe, L'Américaine, A ventania)<br /> 1924 Salon d'Automne (Canal de Venezia, Interior de igreja)<br /> 1925 Salon d'Atomne (Tropicale)<br /> 1926 Salon des Independentes (Interior de Mônaco, Dama de azul)<br /> 1926 Salon de France, Musée Galliera (Figure, acquired by the French government)<br /> 1926 (Nov. 20-Dec. 5) Exposition (Peintures, Aquarelles, Dessins) d'Annita Malfatti à la Galerie André<br /> 1927 Salon des Independentes (Dolly, Limões)<br /> 1927 Salon des Tuileries (Portrait, Natureza-morta), 1927 Salon d'Automne (Villa d'Este, Femme de Pará)<br /> 1928 Salon des Independentes","Léger, Matisse, Tsugouharu Foujita",Pensionato Artístico do Estado de São Paulo,"listed in Dictionnaire Biographique des Artistes Contemporains, 1910-1930; sells Figure in 1926 for 2000f","Brazil, female, 1924 Exposition d'Art Américain-Latin, Salon d'Automne, Salon des Indépendants, Salon des Tuileries",NA,Villa Seurat 19,2.3335197,48.8259972
"Malfatti, Anita",1889,1964,Brazil,,1914; 1923-1928,attended open art schools; Maurice Denis,"1923 Inaugural exhibition at the Maison de l'Amérique Latine (Femme aux Fruits later known as Tropical)<br /> 1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera (Etudiante russe, L'Américaine, A ventania)<br /> 1924 Salon d'Automne (Canal de Venezia, Interior de igreja)<br /> 1925 Salon d'Atomne (Tropicale)<br /> 1926 Salon des Independentes (Interior de Mônaco, Dama de azul)<br /> 1926 Salon de France, Musée Galliera (Figure, acquired by the French government)<br /> 1926 (Nov. 20-Dec. 5) Exposition (Peintures, Aquarelles, Dessins) d'Annita Malfatti à la Galerie André<br /> 1927 Salon des Independentes (Dolly, Limões)<br /> 1927 Salon des Tuileries (Portrait, Natureza-morta), 1927 Salon d'Automne (Villa d'Este, Femme de Pará)<br /> 1928 Salon des Independentes","Léger, Matisse, Tsugouharu Foujita",Pensionato Artístico do Estado de São Paulo,"listed in Dictionnaire Biographique des Artistes Contemporains, 1910-1930; sells Figure in 1926 for 2000f","Brazil, female, 1924 Exposition d'Art Américain-Latin, Salon d'Automne, Salon des Indépendants, Salon des Tuileries",NA,"101, rue de la Tombe-Issoire, XIVe (1928)",2.3319476,48.8262398
"Mané, Pablo",1880,1971,Uruguay,,"1907, 1923-1930",Ecole des Beaux-Arts (with Marqueste 1907),"1912, 1913, 1929 Salon d'Automne<br /> 1919 Société Nationale de Beaux Arts<br /> 1919 Société des Artistes Françaises<br /> 1923, 1924, 1925, 1927, 1928, 1930 Salon des Tuileries<br /> 1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera<br /> 1930 (Dec.) Huit artistes du Rio de la Plata, Galerie Castelucho-Diana<br /> 1934 receives Legion of Honor<br /> 1937 Salon d'Automne",NA,NA,sculptor; listed in Dictionnaire biographique,"Uruguay, Salon d'Automne, 1924 Exposition d'Art Américain-Latin, Salon des Tuileries, Legion of Honor",NA,"15, rue Hégésippe-Moreau (XVIIIe)",2.3270981,48.8876194
"Mansilla, Manuel",NA,NA,Cuba,,NA,NA,NA,NA,NA,NA,Cuba,NA,NA,NA,NA
"Mantilla, Manuel",1892,NA,Cuba,,NA,NA,NA,NA,NA,NA,Cuba,NA,NA,NA,NA
"Manuel García, Victor",1897,1969,Cuba,,1925-26; 1929,NA,NA,NA,NA,NA,Cuba,NA,NA,NA,NA
"Maribona, Armando",1894,1964,Cuba,,"1921(?)-1926, 1929-1930",Académie de la Grand Chaumière; Académie Colarossi,"1925 (Oct.) Cercle de l'Amérique Latine, blvd de la Madeliene (with Jímenez Armengol)",NA,NA,paintings and caricature,"Cuba, Académie Colarossi",NA,Hôtel du Maine,2.3231793,48.8353843
"Martin, Benito Quinquela",1890,1977,Argentina,,Nov. 1925-June 1926,NA,"1926 (Mar. 17-Apr. 11) Galerie Charpentier<br /> 1926 (Apr.) Exposition d'art argentin, Jeu de Paume (organized by the Universidad de La Plata)",NA,NA,NA,Argentina,NA,NA,NA,NA
Martínez Uda. Elvira,NA,NA,Cuba,,NA,NA,NA,NA,NA,NA,"Cuba, female",NA,NA,NA,NA
"Martinez Zambrano, Efrain",1898,1956,Colombia,,c. 1930,Fernando Alvarez Sotomayor,1930 (Apr. 30-Jun. 30) Salon de la société des Artistes Français (Nonnes chantant),NA,NA,NA,"Colombia, Salon des Artistes Français",NA,"6, rue due Moulin-vert",2.3254531,48.8294254
"Martins, Maria",1894,1973,Brazil,,1927-1928,Jacques Lipchitz,NA,"Breton, Duchamp, and Mondrian",NA,not active as an artist while in Paris before WWII,"female, Brazil",NA,NA,NA,NA
"Massaguer, W. Conrado",1889,1956,Cuba,,ca. 1929,NA,1929 exhibition?,NA,NA,NA,Cuba,NA,NA,NA,NA
"Matos, Antonia",1904,1994,Guatemala,,1928-,NA,"1928 (Paysage guatemalien), 1929 (Portrait de mon père (illustrated in catalogue p. 155) Société des Artistes Français<br /> 1930  (paysage tropical, Portrait), 1931 Salon des Indépendants<br /> 1931 Société Nationale des Beaux-Arts<br /> exhibition 1933?",NA,NA,NA,"Guatemala, female, Salon des Indépendants, Salon des Artistes Français, Société Nationale des Beaux Arts",NA,"15, avenue du President Wilson",2.2953848,48.8645866
"Matta Echauren, Roberto",1912,2002,Chile,,1933-1939,NA,"1938 (Jan.-Feb.) Exposition Internationale du Surréalisme, Galerie Beaux-arts, 140, rue du Faubourg Saint-Honoré, (four drawings: Scenario no. 1: Succion panique du soleil (1937), Scenario no. 2: Pulsions infusoires du soleil (1937), Scenario no. 3: Le sperme du temps collé aux déchirures du jour (1937), Scenario no. 4: Elasticité des intervalles (1937))--also dressed a mannequin<br /> 1939 Salon des Indépendants (Pneumatique optique, Morphologie psychologique)<br /> 1940 (Jan.-Feb) Exposición Internacional del Surrealismo, Galería de Arte mexicano, Mexico","Le Corbusier, René Magritte, Salvador Dalí and García Lorca and introduce him to André Breton",no,"1938 illustrates Chants de Maldoror by Lautréamont; 1937 Exposition internationale des arts et techniques dans la vie moderne, works on the Spanish Pavilion;",Chile,NA,"14, rue de Bernard-Palissy, VIe",2.3315,48.8532
"Mazilier, Carmen",NA,NA,Argentina,,ca. 1928,NA,"1924, 1928 (Enfant au biniou, statue patre, Gaucho a la Pampa, statue plâtre (illustrated in catalogue p. 200), 1930 Salon des Artistes Français<br /> 1926, 1931 Société Nationales des Beaux-Arts",NA,NA,sculptor,"Argentina, female, Salon des Artistes Français",NA,"5, rue de Bagneux",2.3016736,48.7809925
"Medina, Santiago",NA,NA,Chile,,ca. 1926,NA,1925 Société des Artistes Français<br /> 1926 Société Nationale des Beaux-Arts”,NA,NA,NA,"Chile, Salon des Artistes Français, Société Nationale des Beaux Arts",NA,"10, rue des Beaux-Arts",2.3353417,48.8565534
"Merediz, José A.",1880,1967,Argentina,,ca. 1923-1928 at least,NA,1923 Inaugural exhibition at the Maison de l'Amérique Latine,NA,NA,NA,Argentina,NA,NA,NA,NA
"Mérida, Carlos",1891,1984,Guatemala,,1912-1914; 1927-1929,"Kees van Dongen, Anglada Camarassa (1912-1914)","1914 Salon des Indépendants<br /> 1927 (Dec.) Aquarelles/Peintures, Galerie de Quatre Chemins, preface by André Salmon<br /> 1930  (Apr. 11-24 Première exposition du groupe latino-americain de Paris, Galerie Zak (not in Paris at the time)","Modigliani, Picasso, Klee, Miro",yes (1927-1929),NA,"Guatemala, 1930 Exposition du Groupe Latino-Americain, Salon des Indépendants, Galerie Zak",NA,NA,NA,NA
"Merino, Blanca",1893,1973,Chile,,1929,NA,"1929 (Désenchantée, silver statue), 1930 Société des Artistes Français<br /> 1931 Société Nationale des Beaux-Arts",NA,NA,sculptor,"Chile, female, Salon des Artistes Français, Société Nationale des Beaux Arts",NA,"135, Boulevard du Montparnasse",2.3323079,48.8413193
"Michel, Alfonso)",1897,1957,Mexico,,1921; 1923-1926; 1928-1929,"Lucien Simon, Vassili Ivanovitch Choukahieff",NA,NA,NA,Shared a studio with Lazo in Montparnasse,Mexico,NA,NA,NA,NA
"Michel, Pierre",NA,NA,Mexico,,1929,NA,"1929 (Printemps (illustrated in catalogue p. 174), Neige (vallée de l’Ubaye)), 1930 Société des Artistes Français",NA,NA,NA,"Salon des Artistes Français, Mexico",NA,"68, Boulevard de Courcelles",2.3069268,48.8802838
"Michelena, Barnabé",1888,1963,Uruguay,,1924,NA,"1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera<br />  Galerie Zak",NA,NA,"sculptor; listed in Dictionnaire Biographique des Artistes Contemporains, 1910-1930","Uruguay, 1924 Exposition d'Art Américain-Latin, Galerie Zak",NA,NA,NA,NA
"Modotti, Tina",1896,1942,Mexico,,Not actually in Paris,NA,Photos in Bifur magazine (may have been sent),NA,NA,NA,"Mexico, female",NA,NA,NA,NA
"Mongay-Munoz, Dina",1910,NA,Argentina,,1926-,"Académie Julian, Roger Laurens, Fernand Sabatté, Madeleine Cotty","1927, 1928 (Sacre de Printemps), 1931 Salon des Artistes Français<br /> 4 prizes while in Paris",NA,NA,"listed in Dictionnaire Biographique des Artistes Contemporains, 1910-1930","Argentina, Salon des Artistes Français, Académie Julian",NA,NA,NA,NA
"Montalvo de Matheu, Pierre",1900,1965,El Salvador,,1924,NA,"1923 Maison de L'Amérique Latine<br /> 1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera<br /> 1925  (May 2-15) Galeries Georges Petit",NA,NA,NA,"El Salvador, 1924 Exposition d'Art Américain-Latin",NA,"18, avenue Kléber (XVIe)",2.2927958,48.8713744
"Montano, Manuel F.",NA,NA,Bolivia,,NA,NA,1931 Société Nationale des Beaux-Arts,NA,NA,NA,"Bolivia, Société Nationale des Beaux Arts",NA,NA,NA,NA
"Montenegro, Roberto",1886,1968,Mexico,,1906-1910; 1912-1914,Académie Colarossi with Anglada Camarasa,NA,NA,NA,NA,"Mexico, Académie Colarossi",NA,NA,NA,NA
"Montes de Oca, Confucio",1896,1925,Honduras,,1919-1921; 1924,self-taught,"1921 Prize for El forjador<br /> 1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera<br /> (Nu, Vielle rue de Rome, Dans la campagne romaine)",NA,yes (cancelled after one year),pretty traditional artist; traveled to Italy 1921-1925,"Honduras, 1924 Exposition d'Art Américain-Latin, self-taught",NA,"70, avenue d'Italie (XIIIe)",2.3567933,48.8267646
"Mori, Camilo",1896,1973,Chile,,1920-1922; 1928-1931,NA,"1921, 1927, 1929, 1930 Salon d’Automne<br /> 1930, 1931 Salon des Indépendants",Juan Gris,yes,Grupo de Montparnasse,"Chile, Salon d'Automne, Salon des Indépendants",NA,"2, rue des Fossès-Saint-Jacques (1921)",2.343181,48.8459771
"Mori, Camilo",1896,1973,Chile,,1920-1922; 1928-1931,NA,"1921, 1927, 1929, 1930 Salon d’Automne<br /> 1930, 1931 Salon des Indépendants",Juan Gris,yes,Grupo de Montparnasse,"Chile, Salon d'Automne, Salon des Indépendants",NA,"8, cité d'Hauteville (1927)",2.3522835,48.8761543
"Mori, Camilo",1896,1973,Chile,,1920-1922; 1928-1931,NA,"1921, 1927, 1929, 1930 Salon d’Automne<br /> 1930, 1931 Salon des Indépendants",Juan Gris,yes,Grupo de Montparnasse,"Chile, Salon d'Automne, Salon des Indépendants",NA,"19, rue Daguerre, 14e (1929)",2.3295806,48.8338369
"Mourão, Noêmia",1912,1992,Brazil,,ca. 1937,NA,NA,NA,NA,NA,"Brazil, female",NA,NA,NA,NA
